version,section,function,length,matching
us,.code,func_8063C3C0,88,yes
us,.code,func_806FFC04,680,no
us,.code,func_806F3190,1488,no
us,.code,func_8072FDD4,140,no
us,.code,func_80600174,460,no
us,.code,func_806F5EB4,120,yes
us,.code,func_80683A80,88,no
us,.code,func_806F1AE0,120,yes
us,.code,func_80675D70,96,yes
us,.code,func_806E78F8,8,yes
us,.code,func_807124B8,108,yes
us,.code,func_8073A98C,232,yes
us,.code,func_80642500,252,no
us,.code,func_80701C90,16,yes
us,.code,func_80704960,412,no
us,.code,func_8062BA0C,104,yes
us,.code,func_806791DC,16,yes
us,.code,func_8060C758,216,no
us,.code,func_806A3DA0,252,no
us,.code,func_80637B6C,5968,no
us,.code,func_806EC1A8,292,yes
us,.code,func_806CC10C,64,yes
us,.code,func_8071CDE0,784,no
us,.code,getPointerTableFile,812,yes
us,.code,func_8073DA30,1312,no
us,.code,func_80611614,116,no
us,.code,func_806015E0,152,yes
us,.code,func_80661AB4,208,yes
us,.code,func_8068848C,44,yes
us,.code,func_806D7E88,192,yes
us,.code,func_80602104,64,no
us,.code,func_8070C808,148,no
us,.code,func_80634EDC,56,yes
us,.code,func_80740F48,292,yes
us,.code,func_8072B608,404,no
us,.code,func_8071A674,572,no
us,.code,func_80723CCC,700,no
us,.code,func_806C7218,8,yes
us,.code,func_806844EC,32,yes
us,.code,func_80735CF4,200,yes
us,.code,func_8068E7B4,508,no
us,.code,func_8071495C,16,yes
us,.code,func_806C9DE0,48,yes
us,.code,func_806EE26C,76,yes
us,.code,func_8069329C,464,no
us,.code,func_80712524,36,yes
us,.code,func_80632084,828,no
us,.code,func_8067C6DC,32,yes
us,.code,func_806C8984,924,no
us,.code,func_8064BAF4,88,yes
us,.code,func_8066F400,172,yes
us,.code,func_80708DA4,1440,no
us,.code,func_806787F4,8,yes
us,.code,func_8070F2C8,52,yes
us,.code,func_806FAC64,132,yes
us,.code,func_806F79E0,1520,no
us,.code,func_806F3760,92,yes
us,.code,func_8068EA38,260,no
us,.code,func_8073B5D0,112,yes
us,.code,func_8070DA74,264,no
us,.code,func_80635214,56,no
us,.code,func_8072FA14,688,no
us,.code,func_80735624,576,no
us,.code,func_80631B80,12,yes
us,.code,func_8060AA04,84,yes
us,.code,func_8062B8E4,296,yes
us,.code,func_80676308,48,yes
us,.code,func_806A370C,1132,no
us,.code,func_8066BAB8,140,yes
us,.code,func_8070DED4,984,no
us,.code,func_80676CB0,80,yes
us,.code,func_80653F68,60,yes
us,.code,func_8065A6F8,16,yes
us,.code,func_80673708,456,no
us,.code,func_8068A404,196,yes
us,.code,func_806E0454,140,yes
us,.code,func_80688C30,84,yes
us,.code,func_806B6600,856,no
us,.code,func_8064C9F8,324,no
us,.code,func_8061118C,48,yes
us,.code,func_8063DA78,148,yes
us,.code,func_806B42A8,1476,no
us,.code,func_8066DD34,1256,no
us,.code,playerCanThrowOrange,292,yes
us,.code,func_8071F1D0,296,no
us,.code,func_80714670,52,yes
us,.code,func_8066FD6C,156,no
us,.code,func_806A6348,96,yes
us,.code,func_806CA5F8,3908,no
us,.code,func_80732730,196,yes
us,.code,func_806782C0,40,yes
us,.code,func_8064D880,248,yes
us,.code,func_80673324,448,no
us,.code,func_80672A70,140,yes
us,.code,func_806CCC54,2000,no
us,.code,func_8060C724,52,yes
us,.code,func_80652FDC,476,no
us,.code,func_806EF830,276,yes
us,.code,func_807245F0,644,no
us,.code,func_807280C8,196,yes
us,.code,func_8071C9E8,1016,no
us,.code,func_806B52DC,480,yes
us,.code,func_80686340,80,yes
us,.code,func_8062BF24,668,no
us,.code,func_80724DB0,152,yes
us,.code,func_80712574,168,no
us,.code,func_805FBC5C,424,no
us,.code,func_80665F24,144,no
us,.code,func_806CFE30,76,yes
us,.code,func_806F5FA0,72,yes
us,.code,func_80641A78,136,yes
us,.code,func_8062D26C,64,yes
us,.code,func_8062B660,480,no
us,.code,func_806BB874,2060,no
us,.code,func_806D428C,792,yes
us,.code,func_806BA93C,2544,no
us,.code,func_80665E94,144,yes
us,.code,func_80714C08,184,yes
us,.code,func_806A7B28,36,yes
us,.code,func_806EA5CC,52,yes
us,.code,func_8060D768,32,yes
us,.code,func_8067443C,108,no
us,.code,func_8060AB48,224,no
us,.code,func_80661398,80,yes
us,.code,func_8071F078,344,yes
us,.code,func_80629190,12,yes
us,.code,func_8068DC54,2080,no
us,.code,func_806D266C,108,yes
us,.code,func_8068B830,116,yes
us,.code,func_80708C24,384,no
us,.code,func_806317D4,496,no
us,.code,func_807255A8,1424,no
us,.code,func_806362C4,188,yes
us,.code,func_80673A40,84,no
us,.code,func_806625D0,72,yes
us,.code,func_8073E8C0,2340,no
us,.code,func_806594C8,124,yes
us,.code,func_8072C870,168,yes
us,.code,func_8060BCA0,520,no
us,.code,func_806FD9A0,20,yes
us,.code,func_80672E6C,32,yes
us,.code,func_8070D07C,644,no
us,.code,func_806D57F0,68,yes
us,.code,func_80665548,16,yes
us,.code,func_806B3DA4,100,yes
us,.code,func_8064E48C,108,no
us,.code,func_806B48B8,76,yes
us,.code,func_8064D978,544,no
us,.code,func_80645F40,280,no
us,.code,func_80724CA4,132,yes
us,.code,func_8073C948,120,no
us,.code,func_80676A70,72,yes
us,.code,func_806B3E7C,192,yes
us,.code,func_80713270,108,yes
us,.code,func_8071C818,252,no
us,.code,func_80737E50,64,yes
us,.code,func_80658930,472,no
us,.code,func_8060FAE4,1292,no
us,.code,func_8060D7A8,1172,yes
us,.code,func_8070DCA4,116,no
us,.code,func_80670C5C,680,no
us,.code,func_806F1768,240,no
us,.code,func_80737B2C,44,yes
us,.code,func_80665FB4,220,no
us,.code,func_80673B78,188,no
us,.code,func_806D0378,68,yes
us,.code,func_806D61B8,928,no
us,.code,func_8072707C,68,yes
us,.code,func_8071910C,1224,no
us,.code,func_8067457C,268,no
us,.code,func_8065A570,216,yes
us,.code,func_806C71B0,8,yes
us,.code,func_80689F80,108,yes
us,.code,func_8064F2F0,24,yes
us,.code,func_8071BE04,512,no
us,.code,func_8060F1D0,56,yes
us,.code,func_8060DEA8,32,yes
us,.code,func_80688CC4,48,yes
us,.code,func_805FF4D8,108,yes
us,.code,func_806E9070,284,no
us,.code,func_806526E0,176,yes
us,.code,func_80668C30,620,no
us,.code,func_806291A8,12,yes
us,.code,func_806E341C,188,yes
us,.code,func_8065214C,172,yes
us,.code,func_806E007C,252,yes
us,.code,func_806CFE7C,40,yes
us,.code,func_8073A690,296,yes
us,.code,func_8064F6F8,268,no
us,.code,func_80710174,312,no
us,.code,func_806F09F0,324,no
us,.code,func_806E8E78,140,yes
us,.code,func_8066A08C,1272,no
us,.code,func_80676338,228,no
us,.code,func_8072EC94,104,yes
us,.code,func_80676788,44,yes
us,.code,func_80634D64,172,yes
us,.code,func_806533C4,284,yes
us,.code,func_80712EDC,52,yes
us,.code,func_806C9974,364,yes
us,.code,func_8067B2A8,8,yes
us,.code,func_80672630,80,yes
us,.code,func_806A36F4,8,yes
us,.code,func_8071A440,564,yes
us,.code,func_80647CF4,136,yes
us,.code,func_8060B8F8,112,yes
us,.code,func_8066AC10,148,no
us,.code,func_806E1864,8,yes
us,.code,func_806DB0C4,744,no
us,.code,func_806F70A8,84,yes
us,.code,func_80738E58,576,no
us,.code,func_806FDF54,292,no
us,.code,func_806F18F4,156,no
us,.code,func_806B0770,216,no
us,.code,func_806B86AC,460,yes
us,.code,func_806F5A48,488,no
us,.code,func_80724E48,1888,no
us,.code,func_8068C2F8,88,yes
us,.code,func_80661440,68,yes
us,.code,func_806FB488,8,yes
us,.code,func_8069E5B8,168,yes
us,.code,func_806C9C1C,100,yes
us,.code,func_806B8B20,188,yes
us,.code,func_80709464,96,yes
us,.code,func_8063C450,88,yes
us,.code,func_806B4958,88,yes
us,.code,func_8067BC68,32,yes
us,.code,func_8069D0B8,32,yes
us,.code,func_806C1300,172,yes
us,.code,func_806EB544,132,yes
us,.code,func_8064B798,40,no
us,.code,func_807127F4,60,yes
us,.code,func_8064C814,484,no
us,.code,func_8066164C,12,yes
us,.code,func_806DF280,272,yes
us,.code,func_806D1E90,152,yes
us,.code,func_806355DC,540,yes
us,.code,func_806CC5DC,92,yes
us,.code,func_80679334,348,no
us,.code,func_8069D078,32,yes
us,.code,func_806E63B8,280,yes
us,.code,func_8073AA74,140,yes
us,.code,func_806BF920,364,no
us,.code,func_805FD088,4880,no
us,.code,func_80687FC8,788,no
us,.code,func_80699284,1604,no
us,.code,func_8069B85C,172,no
us,.code,func_80733B88,172,no
us,.code,func_806A615C,116,yes
us,.code,func_806D4C7C,360,no
us,.code,func_806907E0,16,yes
us,.code,func_806FB480,8,yes
us,.code,func_80603340,272,no
us,.code,func_80688CF4,44,yes
us,.code,func_8062D1A8,56,yes
us,.code,func_806B7EA0,1348,no
us,.code,func_8068D264,1636,no
us,.code,func_806C151C,204,yes
us,.code,func_80676208,24,yes
us,.code,func_80739098,500,no
us,.code,func_80601484,152,yes
us,.code,func_806109EC,156,no
us,.code,func_80652858,292,yes
us,.code,func_8072FE60,604,no
us,.code,func_80738BB8,180,no
us,.code,func_806E7568,240,yes
us,.code,func_806B3420,608,yes
us,.code,func_80641DA0,456,no
us,.code,func_8062E898,800,no
us,.code,func_8068DAF4,176,no
us,.code,func_8070CD8C,68,yes
us,.code,func_8060A4D0,48,yes
us,.code,func_806D205C,392,no
us,.code,func_806FF01C,296,no
us,.code,func_80715E38,92,yes
us,.code,func_80657F14,236,yes
us,.code,func_806C15E8,88,yes
us,.code,func_806898A8,80,yes
us,.code,isIntroStoryPlaying,12,yes
us,.code,func_80718BF4,1304,no
us,.code,func_8066C904,84,no
us,.code,func_80708BB8,108,yes
us,.code,func_8068F72C,2068,no
us,.code,func_80602488,16,yes
us,.code,func_806C9F74,100,yes
us,.code,func_80679200,144,yes
us,.code,func_806E7658,180,yes
us,.code,func_807370A4,244,no
us,.code,func_8073A130,372,no
us,.code,func_806A2A10,248,no
us,.code,func_806726DC,532,yes
us,.code,func_806DF390,64,yes
us,.code,func_806F22A8,1196,no
us,.code,func_8060E958,40,yes
us,.code,func_8064409C,640,no
us,.code,func_8072E868,552,no
us,.code,func_806F5F2C,116,yes
us,.code,func_807289E8,4284,no
us,.code,func_8066E5F8,52,yes
us,.code,func_806EB2B8,172,yes
us,.code,func_806F5D80,120,yes
us,.code,func_8060EC80,236,no
us,.code,func_806D3B48,128,yes
us,.code,func_806F0344,128,yes
us,.code,func_8063E6B4,120,no
us,.code,func_80686A5C,668,no
us,.code,func_80653804,620,no
us,.code,func_806011A0,52,yes
us,.code,func_806DAADC,264,yes
us,.code,func_806ED244,476,yes
us,.code,func_80634D14,80,yes
us,.code,func_80678824,120,no
us,.code,func_806F58A0,424,no
us,.code,func_8072F8D4,320,yes
us,.code,func_80669E04,648,no
us,.code,func_806E03C8,140,yes
us,.code,func_806DADA0,444,yes
us,.code,func_8071A038,428,no
us,.code,func_8062FF10,1008,no
us,.code,func_806852C4,204,yes
us,.code,func_80687F7C,76,yes
us,.code,func_8063367C,192,no
us,.code,func_805FB5C4,396,no
us,.code,func_80717F1C,356,yes
us,.code,func_80633D30,144,yes
us,.code,func_8073C8D0,120,no
us,.code,func_80666428,1632,no
us,.code,func_806AA09C,616,no
us,.code,func_806EBC60,144,yes
us,.code,func_8066D2F4,488,no
us,.code,func_806E8DB4,76,yes
us,.code,func_806A8158,4044,no
us,.code,func_806A80C0,152,yes
us,.code,func_8066E8E4,172,yes
us,.code,func_8066CB88,336,no
us,.code,func_807040E0,40,yes
us,.code,func_8070E8C8,20,yes
us,.code,func_8065051C,48,yes
us,.code,func_805FE71C,152,no
us,.code,func_806C9658,108,yes
us,.code,func_8060FFF0,84,yes
us,.code,func_8067B2A0,8,yes
us,.code,func_806AFA60,248,no
us,.code,func_807329AC,400,yes
us,.code,func_806DB08C,56,yes
us,.code,__n_freeParam,44,yes
us,.code,func_80676280,64,yes
us,.code,func_8068A508,604,no
us,.code,func_805FF670,400,no
us,.code,func_80732894,152,yes
us,.code,func_8060B140,752,no
us,.code,func_80601780,52,yes
us,.code,func_806614D0,80,yes
us,.code,func_806896F0,32,yes
us,.code,func_806E2F3C,172,yes
us,.code,func_807266E8,92,yes
us,.code,func_8060B7F0,92,yes
us,.code,func_806CD898,84,yes
us,.code,func_806EB8CC,152,yes
us,.code,func_807407A8,744,no
us,.code,func_806C7260,8,yes
us,.code,func_8073F60C,528,yes
us,.code,func_80714998,16,yes
us,.code,func_806F73A0,1600,no
us,.code,func_80714A38,32,yes
us,.code,func_806623D4,72,yes
us,.code,func_80732158,296,no
us,.code,func_806F4EBC,148,yes
us,.code,func_806AB4EC,796,no
us,.code,func_80646770,520,no
us,.code,func_80688370,44,yes
us,.code,func_80627EA8,92,yes
us,.code,func_8067E69C,40,yes
us,.code,func_80669650,80,yes
us,.code,func_80688FC0,164,no
us,.code,func_8067A99C,84,yes
us,.code,func_806E3D14,300,yes
us,.code,func_806E56EC,1344,no
us,.code,func_806FAFE4,564,no
us,.code,func_8060A670,48,yes
us,.code,func_806ACCE8,552,yes
us,.code,func_806C7268,8,yes
us,.code,func_806F3DC8,68,yes
us,.code,func_8068B80C,16,yes
us,.code,func_80690094,252,yes
us,.code,func_80732064,56,no
us,.code,func_806C1E44,1064,no
us,.code,func_8065F49C,88,yes
us,.code,func_8072827C,132,yes
us,.code,func_8064384C,108,yes
us,.code,func_80627A00,344,no
us,.code,func_806E6EE0,148,yes
us,.code,func_8067A7EC,120,yes
us,.code,func_806C6BA0,40,yes
us,.code,func_80714B84,132,yes
us,.code,func_8067BA3C,64,yes
us,.code,func_8070E750,184,no
us,.code,func_8073FD90,880,no
us,.code,func_8062E1F8,444,no
us,.code,func_8072B79C,48,no
us,.code,func_8068C350,80,yes
us,.code,func_806C9E40,48,yes
us,.code,func_80661F0C,508,no
us,.code,func_8062F3A0,128,no
us,.code,func_8063CF3C,668,no
us,.code,func_8067E2E4,100,yes
us,.code,func_8068839C,44,yes
us,.code,func_806EA0A4,348,yes
us,.code,func_806615BC,144,yes
us,.code,func_8069E210,640,no
us,.code,func_8062EFA0,176,no
us,.code,func_806CDD24,1104,no
us,.code,func_80649F64,92,yes
us,.code,func_8061130C,64,yes
us,.code,func_806883F4,56,yes
us,.code,func_807248B0,228,yes
us,.code,func_80630588,328,yes
us,.code,func_80717B64,388,yes
us,.code,func_80634CC8,76,yes
us,.code,func_806FFF88,256,no
us,.code,func_806A921C,152,no
us,.code,func_80717760,180,yes
us,.code,func_80650B50,108,yes
us,.code,func_8068412C,960,yes
us,.code,func_807138A4,40,yes
us,.code,func_806485A0,548,no
us,.code,func_8062D620,1236,no
us,.code,func_806417BC,184,no
us,.code,func_806769A8,100,yes
us,.code,gameIsInDKTheatreMode,52,yes
us,.code,func_806E14DC,340,yes
us,.code,func_80739FE0,144,no
us,.code,func_8064B3F8,180,no
us,.code,func_80643C0C,812,no
us,.code,func_8070C27C,92,yes
us,.code,func_80636A8C,92,yes
us,.code,func_806F5270,264,no
us,.code,func_80671880,492,no
us,.code,func_8064911C,216,yes
us,.code,func_806B7BB8,188,yes
us,.code,func_80660070,1200,no
us,.code,gameIsInSnidesBonusGameMode,52,yes
us,.code,func_806F3E0C,1820,no
us,.code,func_80651904,608,no
us,.code,func_8071720C,504,yes
us,.code,func_8061138C,124,yes
us,.code,func_806970CC,184,yes
us,.code,func_806DA3E4,244,no
us,.code,func_8062D3E4,48,yes
us,.code,func_80714464,84,yes
us,.code,func_8070E34C,508,no
us,.code,func_806E3E40,884,no
us,.code,func_8064BE80,216,no
us,.code,func_8062DAF4,124,no
us,.code,func_80714D08,916,no
us,.code,func_8073BA60,176,no
us,.code,func_8062B478,440,yes
us,.code,func_80652E58,100,yes
us,.code,func_806E84F8,84,yes
us,.code,func_8062E3B4,404,no
us,.code,func_806C4EE0,124,yes
us,.code,func_806EB744,392,yes
us,.code,func_806E4AD8,404,no
us,.code,func_8066C2B4,24,yes
us,.code,func_806E1334,424,yes
us,.code,func_806E8BA4,88,yes
us,.code,func_806CFF1C,128,yes
us,.code,func_80636A44,72,yes
us,.code,func_8066308C,1048,no
us,.code,func_806A736C,428,yes
us,.code,func_806BC080,100,yes
us,.code,func_8066EB50,164,yes
us,.code,func_80735864,244,no
us,.code,func_806C3F10,1176,no
us,.code,func_806BE09C,1496,no
us,.code,func_806E0D40,620,no
us,.code,func_806F46B0,148,yes
us,.code,func_806574B8,80,no
us,.code,func_80660830,204,no
us,.code,func_8073E63C,256,no
us,.code,func_8071E864,448,yes
us,.code,func_806D10D0,64,yes
us,.code,func_80600044,60,yes
us,.code,func_806D2BB0,32,yes
us,.code,func_8066A75C,216,no
us,.code,func_8063DA40,56,yes
us,.code,func_80654FEC,620,no
us,.code,func_806500E0,1084,no
us,.code,func_806CC190,244,yes
us,.code,func_806ABB98,252,no
us,.code,func_80737990,188,yes
us,.code,func_806303C4,452,yes
us,.code,func_80601258,52,yes
us,.code,func_806ABE3C,524,yes
us,.code,func_80731A04,164,yes
us,.code,func_80602C0C,96,yes
us,.code,func_80688EE4,144,yes
us,.code,func_8063CB40,804,no
us,.code,func_806D19A8,440,yes
us,.code,func_805FF0C8,80,yes
us,.code,func_80636784,364,no
us,.code,func_80668520,192,yes
us,.code,func_8068C0B4,120,yes
us,.code,func_80689A80,144,yes
us,.code,func_80651708,508,no
us,.code,getFlagBlockAddress,340,no
us,.code,func_806D7510,500,yes
us,.code,func_80689EE4,72,yes
us,.code,func_80729EB0,1440,no
us,.code,func_80732D80,44,yes
us,.code,func_807149A8,16,yes
us,.code,func_8062B86C,56,yes
us,.code,func_8071BB14,364,no
us,.code,func_805FFEF8,208,yes
us,.code,func_80645A64,312,no
us,.code,func_806EB0C0,184,yes
us,.code,func_8065D994,1708,no
us,.code,func_80658BD0,64,yes
us,.code,func_80641BCC,204,yes
us,.code,func_8060AC7C,1172,no
us,.code,func_807382A0,116,yes
us,.code,func_806A5F44,96,yes
us,.code,func_806F4528,392,no
us,.code,func_8068452C,32,yes
us,.code,func_806C9AE0,316,no
us,.code,func_8071EEE0,252,no
us,.code,func_806D3B08,32,yes
us,.code,func_80635114,256,no
us,.code,func_8068A350,80,yes
us,.code,func_807327F4,160,yes
us,.code,func_8070A934,832,no
us,.code,func_8073B08C,324,no
us,.code,func_806C8D2C,180,yes
us,.code,func_80728004,196,yes
us,.code,func_8062CA0C,100,yes
us,.code,func_8065D254,1808,no
us,.code,func_80714060,632,no
us,.code,func_807289B0,56,yes
us,.code,func_8069E490,80,yes
us,.code,func_80636014,96,yes
us,.code,func_80611844,8,yes
us,.code,func_806742C0,112,no
us,.code,func_8060A60C,40,yes
us,.code,func_8063254C,228,yes
us,.code,func_8065BE74,164,no
us,.code,func_806E0FAC,904,no
us,.code,func_8066BE20,172,yes
us,.code,func_806EFDFC,312,yes
us,.code,func_806E352C,172,yes
us,.code,func_80631BCC,84,yes
us,.code,func_806364C4,268,no
us,.code,func_80658CCC,224,yes
us,.code,func_806F2FC0,464,yes
us,.code,func_806D25CC,160,yes
us,.code,func_8065CDB0,156,no
us,.code,func_8072752C,332,yes
us,.code,func_806B50F4,72,yes
us,.code,func_80722E48,420,no
us,.code,func_806C90C4,512,yes
us,.code,func_806E7C70,388,yes
us,.code,func_8070DC40,100,yes
us,.code,func_806A6468,268,no
us,.code,func_806F386C,228,yes
us,.code,func_8065D170,60,yes
us,.code,func_80692520,32,yes
us,.code,func_806C7C10,132,yes
us,.code,func_806D5CCC,1260,yes
us,.code,func_8064E4F8,100,no
us,.code,func_806D1278,84,yes
us,.code,func_80732F10,624,no
us,.code,func_806EB6D8,108,yes
us,.code,func_80654CCC,440,no
us,.code,func_806EACEC,280,yes
us,.code,func_806FBB58,68,yes
us,.code,func_80692E50,1100,no
us,.code,func_80727678,584,no
us,.code,func_806D2AA0,240,yes
us,.code,func_806F1C04,684,no
us,.code,func_80643440,612,no
us,.code,func_8066E664,100,yes
us,.code,func_80661658,72,yes
us,.code,func_80602430,44,yes
us,.code,func_806944BC,1164,no
us,.code,func_806CC638,624,no
us,.code,func_8064A258,1452,no
us,.code,func_8067ADB4,88,yes
us,.code,func_806CE7A0,392,no
us,.code,func_806D09E8,108,yes
us,.code,func_806588E0,80,yes
us,.code,func_8060E8EC,68,yes
us,.code,func_80659600,16,yes
us,.code,func_806850D0,320,no
us,.code,func_80649E00,52,yes
us,.code,func_8071D28C,816,no
us,.code,func_80610B84,84,yes
us,.code,func_8060DC3C,620,no
us,.code,func_806B88B8,608,yes
us,.code,func_806BE6F0,460,no
us,.code,func_8073202C,56,no
us,.code,func_8067AF44,48,yes
us,.code,func_806E17F4,112,yes
us,.code,func_8070C210,108,yes
us,.code,func_806B6DB0,2116,no
us,.code,func_8070D3CC,152,yes
us,.code,func_80695724,1068,no
us,.code,func_806C71E0,8,yes
us,.code,func_80732DAC,64,yes
us,.code,func_8067A170,108,yes
us,.code,func_8060CB74,40,yes
us,.code,func_80636164,172,yes
us,.code,func_8065054C,164,yes
us,.code,func_806C4E8C,40,yes
us,.code,func_806F4DC0,180,no
us,.code,func_80738170,104,yes
us,.code,func_80678DD8,60,yes
us,.code,func_806D1110,236,yes
us,.code,func_8068780C,1084,yes
us,.code,func_806A57C0,168,yes
us,.code,func_806F01D8,96,yes
us,.code,func_806C9E10,48,yes
us,.code,func_80652790,200,yes
us,.code,func_806DA89C,176,yes
us,.code,func_806D1270,8,yes
us,.code,func_806F69A8,1200,no
us,.code,func_807313BC,84,yes
us,.code,func_8073BB10,356,yes
us,.code,func_806AC048,52,yes
us,.code,func_80732280,212,no
us,.code,func_80737028,124,yes
us,.code,func_806C7D40,932,no
us,.code,func_8072A86C,180,no
us,.code,func_8068C2EC,12,yes
us,.code,func_8062A274,212,yes
us,.code,func_806B63E0,44,yes
us,.code,func_8067BDB8,64,yes
us,.code,func_807035C4,652,no
us,.code,func_80685210,180,yes
us,.code,func_8067A864,164,yes
us,.code,func_8069FA40,864,no
us,.code,n_alClose,76,yes
us,.code,func_806C9304,224,no
us,.code,func_806422D8,208,yes
us,.code,func_806C80E4,248,yes
us,.code,func_8066E62C,56,yes
us,.code,func_8066B5F4,360,no
us,.code,func_8060F960,252,no
us,.code,func_8068C12C,224,yes
us,.code,func_80661BF0,580,no
us,.code,func_8068A2FC,80,yes
us,.code,func_806BC1AC,48,yes
us,.code,func_806D87FC,616,no
us,.code,func_80666A88,12,yes
us,.code,func_806E9468,280,yes
us,.code,func_8062BA74,112,yes
us,.code,func_806A5174,1612,no
us,.code,func_806C71E8,8,yes
us,.code,func_8062B630,48,yes
us,.code,func_806623CC,8,yes
us,.code,func_806B0354,1052,yes
us,.code,func_80671260,388,no
us,.code,func_806C93E4,80,yes
us,.code,func_80713764,320,no
us,.code,func_80708574,88,yes
us,.code,func_8065E634,488,no
us,.code,func_806D6B00,1036,yes
us,.code,func_806789E4,288,no
us,.code,func_80633DC0,2472,no
us,.code,func_8060B4D4,136,yes
us,.code,func_8066B8C8,92,yes
us,.code,func_8070D380,76,yes
us,.code,func_806A1008,180,yes
us,.code,func_8065FEB8,440,no
us,.code,func_805FE7B4,72,no
us,.code,func_806C9F44,48,yes
us,.code,func_8073F81C,132,no
us,.code,func_80675C70,256,no
us,.code,func_806BE8BC,2396,no
us,.code,func_80672BD4,92,yes
us,.code,func_8064B868,152,yes
us,.code,func_80609B80,1584,no
us,.code,func_806725E4,76,yes
us,.code,func_80675234,160,yes
us,.code,func_8064EB9C,104,yes
us,.code,func_80678804,8,yes
us,.code,func_8062DBDC,1124,no
us,.code,func_806A0B74,1028,no
us,.code,func_80610E84,356,no
us,.code,func_8060B6CC,52,yes
us,.code,func_806F006C,8,yes
us,.code,func_80642BF0,136,yes
us,.code,func_806EC708,248,yes
us,.code,func_807132DC,176,no
us,.code,func_8070DB9C,164,no
us,.code,func_8067A1DC,1216,no
us,.code,func_806A7EF0,384,yes
us,.code,func_8063A968,2876,no
us,.code,func_806D2330,72,yes
us,.code,func_8067ACB4,12,yes
us,.code,func_806F07CC,172,yes
us,.code,func_806A4284,1752,no
us,.code,func_806E225C,2244,no
us,.code,func_8071C48C,404,no
us,.code,func_8070D300,116,yes
us,.code,func_806011D4,16,yes
us,.code,func_80666F04,196,yes
us,.code,func_806C27DC,220,yes
us,.code,func_806D36CC,128,yes
us,.code,func_806B75F4,40,yes
us,.code,func_80639CD0,588,no
us,.code,func_8064B574,48,yes
us,.code,func_806886E0,608,no
us,.code,func_80713438,380,no
us,.code,func_80631C3C,336,yes
us,.code,func_80660520,784,no
us,.code,func_80714A08,32,yes
us,.code,func_8070CAB4,120,yes
us,.code,func_8064D0C4,292,no
us,.code,func_806891D8,120,yes
us,.code,func_806A7B70,36,yes
us,.code,func_806B54BC,1488,yes
us,.code,func_80659574,60,yes
us,.code,func_806534E0,420,no
us,.code,func_80724994,140,yes
us,.code,func_8064AB1C,268,no
us,.code,func_8068B81C,20,yes
us,.code,func_8066E5CC,44,yes
us,.code,func_806C8F8C,312,yes
us,.code,func_80648000,620,no
us,.code,func_806CF2EC,172,no
us,.code,func_806BFA8C,296,no
us,.code,func_80675DD0,108,yes
us,.code,func_8069084C,228,yes
us,.code,func_80655DD0,3528,no
us,.code,func_80649FC0,448,no
us,.code,func_80630890,736,no
us,.code,func_806B1EE8,32,yes
us,.code,func_806A10BC,112,no
us,.code,func_805FC98C,216,no
us,.code,func_8065F614,100,yes
us,.code,func_806EBDAC,24,yes
us,.code,func_8060B110,36,yes
us,.code,func_80636210,180,yes
us,.code,func_8064C3E8,348,no
us,.code,func_8072D9D4,140,yes
us,.code,func_806DAF5C,304,yes
us,.code,func_806B13B4,2500,no
us,.code,func_80666D88,380,no
us,.code,func_8063495C,160,no
us,.code,func_806CB53C,2312,yes
us,.code,func_807245D8,24,yes
us,.code,func_80601CF0,52,yes
us,.code,func_806EE2B8,412,yes
us,.code,func_806D2744,64,yes
us,.code,func_80636AE8,104,no
us,.code,alSeqpSetSeq,76,yes
us,.code,func_806B3F90,516,no
us,.code,_n_freePVoice,64,yes
us,.code,func_8063D990,64,yes
us,.code,func_806E65BC,540,no
us,.code,func_806D3AE8,32,yes
us,.code,func_80655AD0,288,no
us,.code,func_80698120,3788,no
us,.code,func_80645C04,272,yes
us,.code,func_80697230,1740,no
us,.code,func_806111BC,60,yes
us,.code,func_80725ED4,656,no
us,.code,func_8065A660,152,yes
us,.code,getLevelIndex,152,yes
us,.code,func_80703374,592,no
us,.code,func_806531B8,524,no
us,.code,func_8060B7C4,12,yes
us,.code,func_80648C84,1176,no
us,.code,func_8073F1E4,324,yes
us,.code,func_80610268,156,yes
us,.code,func_8071C620,504,no
us,.code,func_80715B30,776,no
us,.code,func_8065EA44,84,yes
us,.code,func_806ECA74,80,yes
us,.code,func_80655410,1728,no
us,.code,func_806C5FEC,476,yes
us,.code,func_8064E65C,1004,no
us,.code,func_806713E4,324,no
us,.code,func_80717D84,48,yes
us,.code,func_80688540,68,yes
us,.code,func_807135B4,424,no
us,.code,func_8066BFF0,236,no
us,.code,func_8062A348,168,yes
us,.code,func_8071ABDC,852,no
us,.code,func_80723428,92,yes
us,.code,func_806A7BB8,36,yes
us,.code,func_8071BC80,388,no
us,.code,func_806EB964,160,yes
us,.code,func_8070B7EC,2580,no
us,.code,func_806FB8B0,100,yes
us,.code,func_806CFD68,64,yes
us,.code,func_807380CC,76,no
us,.code,func_806D22A0,32,yes
us,.code,func_806392BC,1576,no
us,.code,func_80663594,556,no
us,.code,func_80662158,40,yes
us,.code,func_8065776C,520,no
us,.code,func_806436E0,364,no
us,.code,func_806E1F8C,256,yes
us,.code,func_8072E1A4,136,yes
us,.code,func_806A1580,808,yes
us,.code,func_80729E6C,68,yes
us,.code,func_80678050,624,no
us,.code,func_80632E10,100,yes
